log,Backbone_pretty,Mode,NA Acc.,RT MSE,NT MSE,Runtime (h),backbone,Setting,test_next_activity_acc_mean,test_next_activity_acc_std,test_next_remaining_time_loss_mean,test_next_remaining_time_loss_std,test_next_time_to_next_event_loss_mean,test_next_time_to_next_event_loss_std,runtime_h_mean,runtime_h_std
BPI12,GPT-Neo-1.3B,FS,0.0364 ± 0.0195,3.1797 ± 2.6166,1.8453 ± 0.3140,0.07842 ± 0.00021,gptneo-1b3,FewShot-LoRA,0.03636331140977981,0.019546651062195566,3.1796902733611265,2.616622077157002,1.845259083630991,0.3139959502182072,0.07842247804744444,0.0002064098481446987
BPI12,GPT-Neo-1.3B,LoRA,0.7152 ± 0.0271,2.7801 ± 0.1271,1.6127 ± 0.0555,0.45739 ± 0.00169,gptneo-1b3,LoRA,0.7152058907635116,0.027132206385382652,2.7800676873946215,0.12711833089401256,1.6126714798941617,0.05553991643131615,0.4573857313901389,0.0016921463891122455
BPI12,GPT-Neo-1.3B,ZS,0.0307 ± 0.0436,4.0360 ± 1.8567,2.9318 ± 1.1786,0.00672 ± 0.00002,gptneo-1b3,ZeroShot,0.03071561338289963,0.04363921419448303,4.035981562992727,1.856745159776883,2.9317647228572996,1.1785887993230717,0.006721687153555556,2.4297823440058816e-05
BPI12,GPT2,FS,0.0660 ± 0.0435,2.3615 ± 0.6155,1.8859 ± 0.3613,0.01476 ± 0.00008,gpt2,FewShot-LoRA,0.06597440663425794,0.043544301047509476,2.3615282105758792,0.6155198505475868,1.885894129507727,0.36126157369681444,0.014763781843999998,8.40018147755609e-05
BPI12,GPT2,LoRA,0.6444 ± 0.0938,2.6290 ± 0.1325,1.4960 ± 0.0663,0.13659 ± 0.07217,gpt2,LoRA,0.6443934086359737,0.09381465176672335,2.629028867580051,0.13247438197855807,1.4960278378241965,0.06627259870983843,0.13658502006355555,0.07217130325107249
BPI12,GPT2,ZS,0.0395 ± 0.0328,3.7049 ± 4.3745,2.0567 ± 1.0725,0.00102 ± 0.00003,gpt2,ZeroShot,0.03948384329425222,0.032773762077706554,3.704886843459316,4.374521873500696,2.0566733185004806,1.0724851844727787,0.0010230293046111112,3.328171620204321e-05
BPI12,Gemma-2-2B,FS,0.0751 ± 0.0496,3.5247 ± 2.3271,2.5020 ± 1.3303,0.14829 ± 0.00058,gemma-2-2b,FewShot-LoRA,0.07509651129539605,0.049603012523104575,3.524664434861985,2.327141790123728,2.501980295490174,1.3303373919128607,0.14828842395577777,0.0005827831726629962
BPI12,Gemma-2-2B,LoRA,0.6354 ± 0.0489,2.3381 ± 0.2469,1.4699 ± 0.0882,0.94224 ± 0.01156,gemma-2-2b,LoRA,0.6354226241540368,0.04892758831565206,2.338086739936037,0.24694887608522606,1.4699259076365372,0.08815678554543792,0.9422378052722686,0.0115647293225989
BPI12,Gemma-2-2B,ZS,0.0298 ± 0.0184,4.3306 ± 3.2487,3.6357 ± 2.5140,0.01072 ± 0.00068,gemma-2-2b,ZeroShot,0.02976122390620532,0.0183841943387687,4.330644080803877,3.248711257342971,3.6357092122776633,2.514010421132074,0.010716379135777778,0.0006837790234552307
BPI12,Llama3.2-1B,FS,0.1017 ± 0.0843,2.8281 ± 0.9430,1.8239 ± 0.2885,0.07429 ± 0.00115,llama32-1b,FewShot-LoRA,0.10169073491564198,0.0842811112269838,2.8281327296493157,0.9429659524717778,1.8239467367403335,0.2885410382323597,0.0742877923833889,0.001150191582058138
BPI12,Llama3.2-1B,LoRA,0.4797 ± 0.1052,2.6798 ± 0.1251,1.6597 ± 0.0391,0.48493 ± 0.00813,llama32-1b,LoRA,0.4796575636259651,0.10517842324933087,2.679773913465801,0.1250912648654038,1.6597404769583703,0.03911699634303686,0.4849272949869722,0.00812934135455364
BPI12,Llama3.2-1B,ZS,0.0375 ± 0.0381,2.8389 ± 0.7812,2.9487 ± 1.1199,0.00559 ± 0.00124,llama32-1b,ZeroShot,0.03751429796968831,0.03807943954730075,2.8388536178894404,0.781220276031962,2.948662874853403,1.1199101591451974,0.005587572589555555,0.0012415074173401136
BPI12,Qwen2.5-0.5B,FS,0.0465 ± 0.0313,2.7602 ± 1.2001,1.6372 ± 0.0951,0.04645 ± 0.00014,qwen25-05b,FewShot-LoRA,0.04650772090363168,0.031290121865303236,2.7601760558943536,1.2001362958339112,1.6371977197907088,0.0951255227897531,0.046452420079055555,0.0001394825754128207
BPI12,Qwen2.5-0.5B,LoRA,0.6374 ± 0.0723,2.5660 ± 0.0727,1.4364 ± 0.0496,0.35070 ± 0.00335,qwen25-05b,LoRA,0.6373784672576495,0.07227236774142017,2.565950127216859,0.0727407560459787,1.4363885196999968,0.04961103462136715,0.3507012100488611,0.003346709586058203
BPI12,Qwen2.5-0.5B,ZS,0.0454 ± 0.0434,2.8299 ± 0.9953,2.9607 ± 0.8500,0.00255 ± 0.00003,qwen25-05b,ZeroShot,0.04537460680583357,0.0434090306112848,2.8299368465333656,0.9953010294352113,2.9607304610233154,0.8500359004342594,0.0025503757484444446,2.7334512597457773e-05
BPI17,GPT-Neo-1.3B,FS,0.0716 ± 0.0466,0.9869 ± 0.2532,1.6236 ± 0.5637,0.28745 ± 0.00086,gptneo-1b3,FewShot-LoRA,0.07157235775666199,0.04660720333293546,0.9869037142258584,0.2532183351860402,1.6236436212202954,0.5636916233086497,0.28744818069466666,0.0008573875428387254
BPI17,GPT-Neo-1.3B,LoRA,0.7321 ± 0.0783,0.6359 ± 0.0151,0.9041 ± 0.1196,1.82132 ± 0.00492,gptneo-1b3,LoRA,0.7321342096160498,0.07831946896324987,0.6359407673498756,0.015064043710596773,0.9040581140073114,0.119623380875701,1.8213211186162501,0.0049232874830335595
BPI17,GPT-Neo-1.3B,ZS,0.0445 ± 0.0415,1.8491 ± 0.5564,1.9535 ± 0.4025,0.02564 ± 0.00075,gptneo-1b3,ZeroShot,0.04447066962378172,0.04151223873440737,1.8491094025894093,0.5564086996013423,1.9535075073254606,0.40252211653342695,0.025636813238666668,0.000747481216869126
BPI17,GPT2,FS,0.0869 ± 0.0448,0.8607 ± 0.1112,1.3901 ± 0.1911,0.07305 ± 0.00334,gpt2,FewShot-LoRA,0.08690934000718933,0.04481548866249715,0.8607027900633655,0.11121650563873027,1.3901373242954491,0.19109909959270505,0.07305031330488888,0.003344145738918264
BPI17,GPT2,LoRA,0.8031 ± 0.0556,1.2875 ± 0.0479,0.9875 ± 0.0217,0.49782 ± 0.15005,gpt2,LoRA,0.8030900495791536,0.0555817995122094,1.2874553872240146,0.047907069677341,0.9875403022309459,0.02169050177030153,0.4978240220862778,0.15004705882205113
BPI17,GPT2,ZS,0.0113 ± 0.0121,4.8703 ± 3.2095,1.4778 ± 0.3699,0.00462 ± 0.00048,gpt2,ZeroShot,0.011323173337131464,0.012134624728540147,4.870300387414466,3.209473910985185,1.4778143041636347,0.3699051222191683,0.004618041191277778,0.0004751591178596557
BPI17,Gemma-2-2B,FS,0.1771 ± 0.0331,1.9549 ± 1.6702,1.9580 ± 1.0160,0.58366 ± 0.07767,gemma-2-2b,FewShot-LoRA,0.17707150656872922,0.03309640775657534,1.9549228665470384,1.6702109838180466,1.9579989153585244,1.0159849715361537,0.5836580400923335,0.07767329473453727
BPI17,Gemma-2-2B,LoRA,0.8125 ± 0.0384,1.2953 ± 0.1334,0.9371 ± 0.0575,3.87557 ± 0.32473,gemma-2-2b,LoRA,0.8124680380626828,0.038368763796949576,1.2952726560949397,0.1334438717180218,0.937095635593208,0.05754398073710961,3.875569343814777,0.3247317687886398
BPI17,Gemma-2-2B,ZS,0.0165 ± 0.0125,3.6358 ± 3.0951,2.9560 ± 1.1385,0.03992 ± 0.00336,gemma-2-2b,ZeroShot,0.016456752192402384,0.012472983818732679,3.635787930015342,3.095141419489655,2.955976286512768,1.1385484254085592,0.03992367200877778,0.003356886261389464
BPI17,Llama3.2-1B,FS,0.0874 ± 0.0543,1.1662 ± 0.2421,1.5502 ± 0.3092,0.26471 ± 0.00108,llama32-1b,FewShot-LoRA,0.0874356522269925,0.05427143349283894,1.166179748543332,0.24214355314398622,1.5502247829166755,0.3091875613437125,0.2647064389188889,0.001079121115497669
BPI17,Llama3.2-1B,LoRA,0.7992 ± 0.0433,0.6557 ± 0.0283,0.7265 ± 0.0224,1.87931 ± 0.02208,llama32-1b,LoRA,0.7992471564897146,0.04330469706736657,0.6557092607312803,0.028346669190832008,0.7264963763065185,0.02242902055199813,1.8793107966083336,0.022079193868444983
BPI17,Llama3.2-1B,ZS,0.0441 ± 0.0529,6.0560 ± 7.1435,3.9269 ± 3.0343,0.01869 ± 0.00011,llama32-1b,ZeroShot,0.04405287538744311,0.05293027351175019,6.056049994357184,7.143499857674707,3.9268516433052136,3.034278438054575,0.018690369797166664,0.00011061954176922373
BPI17,Qwen2.5-0.5B,FS,0.0796 ± 0.0542,1.0036 ± 0.1872,1.5999 ± 0.7066,0.15257 ± 0.00034,qwen25-05b,FewShot-LoRA,0.07957284608758758,0.05418123367357929,1.0036478839158396,0.1871814627529238,1.5998526143131544,0.706552079895083,0.15256873929550002,0.00034060586821881293
BPI17,Qwen2.5-0.5B,LoRA,0.8541 ± 0.0040,0.6290 ± 0.0283,0.6964 ± 0.0370,1.16616 ± 0.00620,qwen25-05b,LoRA,0.8541152054041955,0.004042582151134518,0.6289666391290755,0.02831755204793409,0.6963743177355688,0.036978601427696094,1.1661638164430834,0.00620307412096928
BPI17,Qwen2.5-0.5B,ZS,0.0442 ± 0.0286,3.0504 ± 1.2041,2.7926 ± 1.0481,0.00897 ± 0.00002,qwen25-05b,ZeroShot,0.04416953221966753,0.0285832082075185,3.05038393092957,1.2040916674118696,2.7925938759913724,1.0481235164650113,0.008972455834,2.218072885487587e-05
BPI20PrepaidTravelCosts,GPT-Neo-1.3B,FS,0.0638 ± 0.0323,1.1697 ± 0.1544,1.7275 ± 0.4891,0.00989 ± 0.00005,gptneo-1b3,FewShot-LoRA,0.06376237623762376,0.03226173472548096,1.1697281475633678,0.1544141774595311,1.7275339834005525,0.4890669425375574,0.009894230805166666,5.333179892112642e-05
BPI20PrepaidTravelCosts,GPT-Neo-1.3B,LoRA,0.5680 ± 0.1620,1.0885 ± 0.2301,1.1930 ± 0.2024,0.04351 ± 0.00684,gptneo-1b3,LoRA,0.568,0.16196113191051695,1.0885034526031796,0.23009039274386434,1.1930101926255934,0.20242179037533967,0.04351023718625,0.006838959209336275
BPI20PrepaidTravelCosts,GPT-Neo-1.3B,ZS,0.0143 ± 0.0173,3.2388 ± 1.7637,3.8454 ± 0.7917,0.00078 ± 0.00003,gptneo-1b3,ZeroShot,0.01425742574257426,0.01729076889985297,3.2388386524502595,1.7637327926744564,3.8454094393890683,0.7917446806964442,0.0007768167792777778,3.3416392226493776e-05
BPI20PrepaidTravelCosts,GPT2,FS,0.0787 ± 0.0581,1.3213 ± 0.3884,1.6624 ± 0.2736,0.00989 ± 0.00053,gpt2,FewShot-LoRA,0.07865346534653465,0.05805044302921932,1.3213035038721443,0.3883614510539175,1.6624174796000566,0.2736297945465881,0.009886285323055556,0.0005346803931734954
BPI20PrepaidTravelCosts,GPT2,LoRA,0.7080 ± 0.0361,0.9116 ± 0.0326,0.9537 ± 0.0394,0.02867 ± 0.00961,gpt2,LoRA,0.708039603960396,0.0360926603258762,0.91159526388716,0.032580114965522836,0.9537075335247682,0.03943113681499054,0.028671388682527776,0.009612503035286591
BPI20PrepaidTravelCosts,GPT2,ZS,0.0393 ± 0.0464,3.8672 ± 2.3815,3.4151 ± 1.4806,0.00077 ± 0.00002,gpt2,ZeroShot,0.03932673267326733,0.04637419143036898,3.8671568467923905,2.381460982836808,3.415058316750102,1.4805672479716205,0.0007722607507777778,1.8136528972949584e-05
BPI20PrepaidTravelCosts,Gemma-2-2B,FS,0.0874 ± 0.0421,1.5183 ± 0.2121,3.0968 ± 1.6183,0.04331 ± 0.00309,gemma-2-2b,FewShot-LoRA,0.08736633663366336,0.04213133637745775,1.5183356666187249,0.21206259888409654,3.096795728910087,1.6182645372006668,0.04331480303594445,0.0030892968917638273
BPI20PrepaidTravelCosts,Gemma-2-2B,LoRA,0.6160 ± 0.0235,1.2339 ± 0.4973,1.2346 ± 0.3243,0.13210 ± 0.01036,gemma-2-2b,LoRA,0.616,0.023535800985865576,1.2338594445332443,0.4973054959091794,1.2345736352901648,0.32432389765042186,0.1321043343366111,0.010358778245235149
BPI20PrepaidTravelCosts,Gemma-2-2B,ZS,0.0364 ± 0.0191,2.9622 ± 2.1316,2.7625 ± 1.0758,0.00328 ± 0.00033,gemma-2-2b,ZeroShot,0.036396039603960394,0.01912578129761223,2.9621769553458335,2.1316199840708343,2.7624600552096226,1.0757944770687833,0.0032824808969444444,0.00032719975418021223
BPI20PrepaidTravelCosts,Llama3.2-1B,FS,0.0425 ± 0.0283,1.7659 ± 0.3224,4.2109 ± 4.1152,0.02013 ± 0.00027,llama32-1b,FewShot-LoRA,0.0424950495049505,0.02826887859657908,1.765939622388028,0.3223509608218199,4.210854988173683,4.115212706205489,0.0201324660085,0.0002707928620249485
BPI20PrepaidTravelCosts,Llama3.2-1B,LoRA,0.6818 ± 0.1828,1.0455 ± 0.1586,1.1601 ± 0.1799,0.08034 ± 0.01582,llama32-1b,LoRA,0.6818019801980199,0.18276884337429392,1.0454765852795969,0.1585603991840667,1.1601257978524313,0.1799220300175411,0.08034458255152777,0.015816624305126595
BPI20PrepaidTravelCosts,Llama3.2-1B,ZS,0.0236 ± 0.0216,5.9567 ± 6.6368,5.9235 ± 6.2206,0.00093 ± 0.00004,llama32-1b,ZeroShot,0.023564356435643564,0.021558254962399465,5.9566763697709195,6.6368336272284285,5.923531662364997,6.220638445962335,0.0009318029303333333,4.4228099675681985e-05
BPI20PrepaidTravelCosts,Qwen2.5-0.5B,FS,0.0422 ± 0.0432,1.2617 ± 0.2234,1.5544 ± 0.0709,0.03517 ± 0.00196,qwen25-05b,FewShot-LoRA,0.042217821782178214,0.043152508686979084,1.261674576485511,0.22336670545403298,1.5544287232691698,0.07088379674998534,0.03516538080388888,0.00195754200926331
BPI20PrepaidTravelCosts,Qwen2.5-0.5B,LoRA,0.6702 ± 0.0583,0.9725 ± 0.0822,0.9626 ± 0.0324,0.12028 ± 0.05895,qwen25-05b,LoRA,0.6702178217821781,0.0583320015159256,0.9725026095645262,0.08221265280495571,0.9626092239795344,0.03236661407014458,0.12028423470669443,0.0589519289572537
BPI20PrepaidTravelCosts,Qwen2.5-0.5B,ZS,0.0433 ± 0.0234,2.7691 ± 0.3643,3.8634 ± 1.3602,0.00132 ± 0.00010,qwen25-05b,ZeroShot,0.043326732673267324,0.02341051370110935,2.7690785768150104,0.3642546041915468,3.863415956856001,1.3602077207490753,0.0013234309660555557,9.531640380937879e-05
BPI20RequestForPayment,GPT-Neo-1.3B,FS,0.1104 ± 0.0873,1.2319 ± 0.3625,0.9865 ± 0.0626,0.01466 ± 0.00005,gptneo-1b3,FewShot-LoRA,0.11035364294844482,0.08727808831591968,1.231855803818683,0.3625424806609713,0.9865388841253843,0.06257059827257315,0.014663030090055556,4.5261247055075385e-05
BPI20RequestForPayment,GPT-Neo-1.3B,LoRA,0.8726 ± 0.0211,0.6834 ± 0.0222,0.7610 ± 0.0221,0.11910 ± 0.00698,gptneo-1b3,LoRA,0.8726033233915637,0.021077028015876454,0.6833802576448376,0.02215064324366214,0.7609890326470277,0.022062564670864853,0.11910369545891668,0.006981027826954752
BPI20RequestForPayment,GPT-Neo-1.3B,ZS,0.0527 ± 0.0706,3.1058 ± 1.8906,4.6293 ± 2.0798,0.00120 ± 0.00001,gptneo-1b3,ZeroShot,0.052719784121573646,0.07056379954316784,3.105767722956719,1.890568882838582,4.629267038985454,2.079785338391841,0.0011957376342777775,1.0330282757276446e-05
BPI20RequestForPayment,GPT2,FS,0.2299 ± 0.0619,1.2256 ± 0.3812,1.2043 ± 0.4855,0.01486 ± 0.00080,gpt2,FewShot-LoRA,0.2298537139610851,0.06186253428681215,1.2256065999830061,0.38123937389442647,1.2042537515567389,0.48547406463503573,0.01486277362738889,0.0008037885531303254
BPI20RequestForPayment,GPT2,LoRA,0.8875 ± 0.0042,0.6716 ± 0.0078,0.7492 ± 0.0087,0.09567 ± 0.03454,gpt2,LoRA,0.8875159778440562,0.004156380072460892,0.6715933867602029,0.007760279455443988,0.7492116498263142,0.008669408051862152,0.09567017075149999,0.034544525021748734
BPI20RequestForPayment,GPT2,ZS,0.0464 ± 0.0711,2.1622 ± 1.1419,3.8230 ± 2.7621,0.00117 ± 0.00011,gpt2,ZeroShot,0.04641386166737679,0.07105050829555815,2.16217870868043,1.14189988997051,3.8229879945707053,2.762084087905925,0.0011746679435,0.00011307420706644694
BPI20RequestForPayment,Gemma-2-2B,FS,0.3801 ± 0.0473,1.1821 ± 0.2368,1.7891 ± 0.5416,0.06112 ± 0.00352,gemma-2-2b,FewShot-LoRA,0.38005965061780994,0.0472964442492214,1.1820873642319933,0.23681078009515885,1.7891438987915058,0.5415674799284401,0.061117843068277784,0.003521629459306374
BPI20RequestForPayment,Gemma-2-2B,LoRA,0.8813 ± 0.0112,0.6922 ± 0.0211,0.7321 ± 0.0087,0.38852 ± 0.00909,gemma-2-2b,LoRA,0.8813236756142594,0.011190564716010369,0.6921859053010511,0.021106777423060216,0.7321116000545108,0.008687739532597856,0.3885213214093333,0.009089950442817829
BPI20RequestForPayment,Gemma-2-2B,ZS,0.0345 ± 0.0635,2.1542 ± 0.4328,1.6413 ± 0.5918,0.00369 ± 0.00049,gemma-2-2b,ZeroShot,0.03445533304928278,0.06350186783776204,2.154200414083438,0.4328275107715909,1.6412588243575246,0.5918461810314857,0.003690858384611111,0.0004899435041948534
BPI20RequestForPayment,Llama3.2-1B,FS,0.1429 ± 0.1360,1.5461 ± 0.5457,1.4489 ± 0.4512,0.01581 ± 0.00013,llama32-1b,FewShot-LoRA,0.14293424229512852,0.13602624997782467,1.546065143725527,0.5457214023487147,1.448852232534969,0.45118861542407007,0.015806989124888888,0.00012728872473593284
BPI20RequestForPayment,Llama3.2-1B,LoRA,0.8771 ± 0.0181,0.6937 ± 0.0239,0.7790 ± 0.0343,0.16920 ± 0.00628,llama32-1b,LoRA,0.8770913222553615,0.018056422885778967,0.6937281896065386,0.02385223098341269,0.7789918778752285,0.03429392913629577,0.16919534156747223,0.006283144959683094
BPI20RequestForPayment,Llama3.2-1B,ZS,0.0623 ± 0.0576,2.1069 ± 1.6618,2.5613 ± 1.1641,0.00094 ± 0.00002,llama32-1b,ZeroShot,0.06229228802726885,0.057603167174398714,2.1069219878545757,1.661789969138406,2.56127617891125,1.1640982669921838,0.0009396752153333334,1.7691044940891764e-05
BPI20RequestForPayment,Qwen2.5-0.5B,FS,0.1522 ± 0.1302,1.4890 ± 1.1315,1.2932 ± 0.4089,0.02009 ± 0.00025,qwen25-05b,FewShot-LoRA,0.15216588552762392,0.1301626479544424,1.4890045770916847,1.1314858295537258,1.2932213543660431,0.40893907486541037,0.02009048686361111,0.000248391480845157
BPI20RequestForPayment,Qwen2.5-0.5B,LoRA,0.8878 ± 0.0042,0.6619 ± 0.0129,0.7399 ± 0.0169,0.20827 ± 0.00189,qwen25-05b,LoRA,0.8878000284050561,0.004248115187080352,0.661901825826423,0.012935112146291118,0.7398731397542913,0.016905962065322595,0.2082678817551667,0.0018914567199582355
BPI20RequestForPayment,Qwen2.5-0.5B,ZS,0.0568 ± 0.0348,3.0700 ± 2.5990,1.9124 ± 0.6852,0.00109 ± 0.00003,qwen25-05b,ZeroShot,0.05678170714387161,0.03476739995122787,3.070027236006609,2.5990379218342805,1.9124370033167721,0.6851847302038132,0.0010889415512777777,3.186703904986666e-05
BPI20TravelPermitData,GPT-Neo-1.3B,FS,0.0493 ± 0.0385,0.9722 ± 0.1722,1.4818 ± 0.3322,0.05076 ± 0.00027,gptneo-1b3,FewShot-LoRA,0.049262117937635075,0.03845064266551903,0.9722104208717453,0.17215518091547194,1.4817739424568592,0.3322218489486886,0.0507642086045,0.00027301211870634537
BPI20TravelPermitData,GPT-Neo-1.3B,LoRA,0.6868 ± 0.0363,0.9855 ± 0.0866,1.0051 ± 0.0325,0.18707 ± 0.00706,gptneo-1b3,LoRA,0.6868045693115159,0.03634087284297185,0.9855182810439193,0.08660546844688341,1.0050971518478558,0.03247244597111009,0.1870678054503889,0.007058943400200344
BPI20TravelPermitData,GPT-Neo-1.3B,ZS,0.0095 ± 0.0088,2.1264 ± 0.9892,4.2258 ± 3.9944,0.00385 ± 0.00004,gptneo-1b3,ZeroShot,0.009484408768138313,0.00883769250533247,2.1263521104714282,0.9892297967789437,4.225764863378437,3.9944303902651144,0.003850543350611111,3.7060741939859445e-05
BPI20TravelPermitData,GPT2,FS,0.0572 ± 0.0193,1.5218 ± 0.5820,1.2290 ± 0.0926,0.03177 ± 0.00081,gpt2,FewShot-LoRA,0.05724606359987651,0.019334329485579633,1.5217982374734809,0.5819581254181855,1.2289755086200995,0.0925872281991434,0.03177144607422222,0.0008118227953942089
BPI20TravelPermitData,GPT2,LoRA,0.7221 ± 0.0059,0.8467 ± 0.0126,0.8585 ± 0.0231,0.10170 ± 0.03812,gpt2,LoRA,0.7221302871256561,0.005909911910994844,0.8467325616066896,0.01255100820089029,0.8585175739993796,0.023064937611993033,0.10170308718194446,0.03812074899170758
BPI20TravelPermitData,GPT2,ZS,0.0368 ± 0.0314,2.3996 ± 0.8775,2.7341 ± 1.5189,0.00182 ± 0.00002,gpt2,ZeroShot,0.03678913244828651,0.03138613526103484,2.3996195010073063,0.877549909537222,2.7340900923095024,1.518874599405888,0.0018236108154444444,2.414650034767071e-05
BPI20TravelPermitData,Gemma-2-2B,FS,0.0622 ± 0.0356,1.6820 ± 0.5810,2.0366 ± 0.6531,0.11796 ± 0.00802,gemma-2-2b,FewShot-LoRA,0.06219203457857363,0.035626665713321765,1.6820199386158563,0.5809870357769108,2.036642552723521,0.6530928024104579,0.11795901254994444,0.008016389158574303
BPI20TravelPermitData,Gemma-2-2B,LoRA,0.6392 ± 0.0126,1.0472 ± 0.0819,1.0153 ± 0.0724,0.40235 ± 0.00680,gemma-2-2b,LoRA,0.6391664093856129,0.012637080506122072,1.0471931455635148,0.08185890464408495,1.0152530148133114,0.0724023771737049,0.40235150240711115,0.006795137347477543
BPI20TravelPermitData,Gemma-2-2B,ZS,0.0252 ± 0.0315,4.5673 ± 1.5840,3.2431 ± 2.5395,0.00558 ± 0.00004,gemma-2-2b,ZeroShot,0.025236184007409696,0.03154057235584269,4.567311226732019,1.584023464115873,3.2431331460333856,2.539457807820349,0.005583985857277778,3.722741141341321e-05
BPI20TravelPermitData,Llama3.2-1B,FS,0.0235 ± 0.0321,1.4527 ± 0.5292,1.6669 ± 0.8525,0.04942 ± 0.00007,llama32-1b,FewShot-LoRA,0.023482556344550785,0.03214312725297547,1.452680565992157,0.5291863244799782,1.666863511277776,0.8525189813514867,0.04941683718561111,7.49520674456109e-05
BPI20TravelPermitData,Llama3.2-1B,LoRA,0.7027 ± 0.0350,0.9497 ± 0.0709,0.9501 ± 0.0538,0.20676 ± 0.00913,llama32-1b,LoRA,0.7026798394566225,0.035024835625197676,0.9497252942279888,0.0708883104547195,0.9500676042439578,0.053761418790833605,0.20675657358308333,0.009131944864662001
BPI20TravelPermitData,Llama3.2-1B,ZS,0.0220 ± 0.0248,2.6242 ± 1.9940,4.8865 ± 4.4737,0.00278 ± 0.00001,llama32-1b,ZeroShot,0.021982093238653903,0.024802096423412315,2.6241675063201257,1.9939932583793165,4.8864904216543765,4.473692784758212,0.002781981558833333,1.0585613545259174e-05
BPI20TravelPermitData,Qwen2.5-0.5B,FS,0.0250 ± 0.0242,1.1122 ± 0.2335,1.4483 ± 0.2301,0.04540 ± 0.00062,qwen25-05b,FewShot-LoRA,0.024976844705155914,0.024163716042764113,1.1122254202931925,0.23347513191185654,1.4483404005850933,0.230080767777275,0.04539807876811111,0.0006177662601634684
BPI20TravelPermitData,Qwen2.5-0.5B,LoRA,0.7153 ± 0.0465,0.9437 ± 0.0902,0.8931 ± 0.0437,0.21208 ± 0.00367,qwen25-05b,LoRA,0.7152824945970979,0.04647735972070366,0.9437112789678146,0.09018235998363103,0.8930611857855604,0.04369827561401379,0.2120798115911111,0.003670054339805674
BPI20TravelPermitData,Qwen2.5-0.5B,ZS,0.0102 ± 0.0041,2.7115 ± 0.1716,3.3334 ± 0.5582,0.00191 ± 0.00002,qwen25-05b,ZeroShot,0.010213028712565606,0.004134740114561945,2.711529056917705,0.17157477770865284,3.333355226343007,0.558230740343957,0.0019117941247222222,2.102782228134409e-05
